sentence_id,book,parution,start_pdf_page,end_pdf_page,text
68793,8,1968,2416,2419,"Tout naturellement, et heureusement, il avait demandé de l’aide à sa fille, au Weyr du Fort."
68794,8,1968,2416,2419,"On avait transporté Lessa et Ramoth au Weyr, et le Seigneur de Ruatha avait gardé le silence sur sa découverte."
68795,8,1968,2416,2419,"Quand Lessa eut repris assez de forces, T’ron convoqua un Conseil des Chefs des Weyrs."
68796,8,1968,2416,2419,"Très curieusement, tout le monde fut d’accord pour partir… pourvu qu’on puisse trouver une solution au problème du choc temporel et des points de référence pour le voyage."
68797,8,1968,2416,2419,Lessa ne mit pas longtemps à comprendre pourquoi les chevaliers-dragons étaient si impatients de tenter le voyage.
68798,8,1968,2416,2419,La plupart étaient nés durant les dernières incursions des Fils.
68799,8,1968,2416,2419,"Maintenant, cela faisait près de quatre mois qu’ils devaient se contenter des patrouilles de routine dont la monotonie les ennuyait à mourir."
68800,8,1968,2416,2419,Les Jeux d’
68801,8,1968,2416,2419,Entraînement
68802,8,1968,2416,2419,n’étaient que de pâles substituts aux batailles réelles auxquelles tous avaient pris part.
68803,8,1968,2416,2419,"Les Forts qui, à une époque, ne savaient quoi faire pour honorer les chevaliers-dragons, commençaient à tomber dans l’indifférence à leur égard."
68804,8,1968,2416,2419,Les Chefs des Weyrs pressentaient que les incidents se multiplieraient à mesure que reculeraient dans le passé les terreurs engendrées par les Fils.
68805,8,1968,2416,2419,"Dans les Weyrs et les Forts, ils étaient menacés d’une décacence morale aussi insidieuse qu’une maladie de consomption."
68806,8,1968,2416,2419,L’alternative que Lessa leur proposait valait mieux qu’un lent déclin dans leur propre temps.
68807,8,1968,2416,2419,"De Benden, seul le Chef du Weyr fut mis dans le secret."
68808,8,1968,2416,2419,"Parce que Benden était le seul Weyr existant dans le temps de Lessa, il devait rester dans l’ignorance, et intact jusqu’à son époque."
68809,8,1968,2416,2419,"Et l’on ne pouvait pas non plus mentionner la présence de Lessa, puisqu’elle était ignorée dans sa propre Révolution."
68810,8,1968,2416,2419,"Elle insista pour que l’on convoquât le Maître Harpiste, parce que ses Archives faisaient état de sa présence."
68811,8,1968,2416,2419,"Mais quand il lui demanda de lui chanter le Chant des Questions, elle sourit et refusa."
68812,8,1968,2416,2419,"— Vous l’écrirez, vous ou votre successeur, quand on découvrira que les Weyrs ont été abandonnés, lui dit-elle."
68813,8,1968,2416,2419,"Mais ce doit être votre œuvre, et non la répétition de ce que je vous aurais dit."
68814,8,1968,2416,2419,— C’est une tâche bien difficile que d’écrire un chant dont on sait qu’il devra donner des indices valables à des gens qui vivront dans quatre cents Révolution.
68815,8,1968,2416,2419,— Faites seulement en sorte que ce soit un chant d’
68816,8,1968,2416,2419,Enseignement
68817,8,1968,2416,2419,", le prévint-elle."
68818,8,1968,2416,2419,"Il ne doit pas être oublié, car il pose des questions auxquelles je devrai répondre."
68819,8,1968,2416,2419,"Comme il se mettait à glousser, elle réalisa qu’elle l’avait déjà mis sur la voie."
68820,8,1968,2416,2419,Les discussions – comment aller si loin dans l’avenir sans que les sens en soient durablement affectés ?
68821,8,1968,2416,2419,– s’échauffèrent.
68822,8,1968,2416,2419,"Il y eut davantage de propositions constructives, bien qu’impraticables, sur la façon de trouver des points de référence en chemin."
68823,8,1968,2416,2419,"Les cinq Weyrs n’étaient jamais allés dans l’avenir, et Lessa, au cours de son bond gigantesque dans le passé, ne s’était pas arrêtée pour relever des références intermédiaires."
68824,8,1968,2416,2419,— Vous avez bien dit qu’une remontée de dix Révolutions dans l’Interstice ne provoque aucune fatigue ?
68825,8,1968,2416,2419,demanda T’ron à Lessa au cours d’une réunion où tous les Chefs des Weyrs et le Maître Harpiste cherchaient comment sortir de cette impasse.
68826,8,1968,2416,2419,— Aucune.
68827,8,1968,2416,2419,"Cela prend… oh, deux fois plus de temps qu’un saut interstitiel dans l’espace."
68828,8,1968,2416,2419,"— Ainsi, c’est le bond de quatre cents Révolutions qui a provoqué chez vous un déséquilibre."
68829,8,1968,2416,2419,Hummmm
68830,8,1968,2416,2419,… Peut-être que des intervalles de vingt à vingt-cinq Révolutions ne présenteraient pas trop de risques.
68831,8,1968,2420,2420,"On trouva des mérites à cette suggestion jusqu’à ce que D’ram, le prudent Chef du Weyr d’Ista, prît la parole."
68832,8,1968,2420,2420,"— Je ne voudrais pas passer pour un lâche qui veut se terrer dans un Fort, mais il y a une possibilité que nous n’avons pas mentionnée."
68833,8,1968,2420,2420,Comment savoir que nous avons bien fait un bond dans l’avenir pour émerger à l’époque de Lessa ?
68834,8,1968,2420,2420,Voyager dans l’Interstice est une opération pleine de risques.
68835,8,1968,2420,2420,On manque souvent son but.
68836,8,1968,2420,2420,Et Lessa n’avait plus qu’un souffle de vie en arrivant ici.
68837,8,1968,2420,2420,"— Très bonne remarque, approuva vivement T’ron, mais je crois qu’il y a d’autres choses prouvant que nous sommes allés, que nous avons été, que nous irons, dans l’avenir."
68838,8,1968,2420,2420,"D’abord, tous les indices semblent désigner Lessa."
68839,8,1968,2420,2420,C’est la situation critique créée par la désertion de cinq Weyrs qui l’a renvoyée vers nous pour nous demander de l’aide…
68840,8,1968,2420,2420,"— D’accord, d’accord, l’interrompit gravement D’ram."
68841,8,1968,2420,2420,Ce que je veux dire c’est : comment pouvons-nous être sûrs que nous avons atteint l’époque de Lessa ?
68842,8,1968,2420,2420,Cet événement n’était pas encore survenu quand elle est partie.
68843,8,1968,2420,2420,Comment savoir s’il peut survenir ? T’ron n’était pas le seul à se creuser l’esprit pour trouver une réponse à cette question.
68844,8,1968,2420,2420,"Tout à coup, il abattit violemment ses deux mains à plat sur la table."
68845,8,1968,2420,2420,— Par l’Œuf !
68846,8,1968,2420,2420,"Il nous faut ou mourir ici lentement à ne rien faire, ou mourir vite en essayant."
68847,8,1968,2420,2420,"J’en ai déjà assez de la vie tranquille que nous autres, chevaliers-dragons devons mener après que l’Étoile Rouge a fini son Passage, jusqu’à ce que nous allions mourir dans l’Interstice dans notre vieillesse."
68848,8,1968,2420,2420,J’avoue que je regrette presque de voir l’Étoile
68849,8,1968,2420,2420,Rouge
68850,8,1968,2420,2420,s’éloigner de plus en plus dans le ciel du soir.
68851,8,1968,2420,2420,Saisissons le risque à pleines mains et ne le lâchons plus jusqu’à la disparition des Fils.
68852,8,1968,2420,2420,"Sommes-nous, oui ou non, des chevaliers-dragons, élevés pour combattre les Fils ?"
68853,8,1968,2420,2420,Allons donc les chercher… à quatre cents Révolutions dans l’avenir !
68854,8,1968,2420,2420,Le visage crispé de Lessa se détendit.
68855,8,1968,2420,2420,"Elle avait reconnu le bien-fondé de la restriction de D’ram, et elle s’était sentie submergée de terreur."
68856,8,1968,2420,2420,"Risquer sa vie à elle était sa propre responsabilité, mais risquer celle de centaines de chevaliers, de dragons et de gens des Weyrs qui les accompagneraient ?"
68857,8,1968,2420,2420,…
68858,8,1968,2420,2420,Les paroles vibrantes de T’ron écartèrent une fois pour toutes cette considération.
68859,8,1968,2420,2420,"— Et je crois, cria d’une voix exultante le Maître Harpiste par-dessus les acclamations, que j’ai trouvé vos points de référence."
68860,8,1968,2421,2421,Son visage s’éclaira d’un sourire à la fois étonné et triomphal.
68861,8,1968,2421,2421,"— Qu’il s’agisse de vingt ou de deux cents Révolutions, vous avez un guide !"
68862,8,1968,2421,2421,Et c’est T’ron qui l’a nommé.
68863,8,1968,2421,2421,"À mesure que l’Étoile Rouge s’éloigne dans le ciel du soir… Plus tard, en calculant l’orbite de l’Étoile Rouge, ils constatèrent combien cette solution était facile, tout en riant à l’idée que leur ennemie héréditaire devienne leur guide."
68864,8,1968,2421,2421,"Au sommet du Weyr de Fort, comme au sommet de tous les Weyrs, il y avait de grosses pierres."
68865,8,1968,2421,2421,"Elles étaient disposées de telle façon qu’à certaines époques de l’année, elles marquaient l’approche ou le recul de l’Étoile Rouge au cours de sa marche excentrique de deux cents"
68866,8,1968,2421,2421,Révolutions autour de leur soleil.
68867,8,1968,2421,2421,"En consultant les Archives qui, entre autres informations, donnaient les irrégularités de l’orbite de l’Étoile Rouge, il ne fut pas difficile de prévoir des bonds de vingt-cinq Révolutions dans l’avenir pour chacun des Weyrs."
68868,8,1968,2421,2421,"On avait décidé que chaque Weyr avancerait dans l’avenir mais sans quitter sa propre base, car il y aurait sans aucun doute des accidents, si près de mille huit cents bêtes lourdement chargées émergeaient au même endroit."
68869,8,1968,2421,2421,"Maintenant, chaque instant que Lessa passait loin de son époque lui paraissait un instant de trop."
68870,8,1968,2421,2421,"Il y avait plus d’un mois qu’elle était loin de F’lar, et il lui manquait plus qu’elle ne l’aurait cru possible."
68871,8,1968,2421,2421,"Et elle avait peur, également, que Ramoth ne s’accouple loin de Mnementh."
68872,8,1968,2421,2421,"Bien entendu, les dragons et chevaliers-bronze prêts à lui rendre ce service ne manquaient pas, mais Lessa ne leur portait pas le moindre intérêt."
68873,8,1968,2421,2421,"T’ron et Mardra lui occupèrent l’esprit par tous les préparatifs minutieux de leur exode, de sorte qu’aucun indice, à part la tapisserie et le Chant des Questions, qui devait être composé à une date ultérieure, ne restât dans les Weyrs."
68874,8,1968,2421,2421,"Enfin, avec un soulagement qui la mit au bord des larmes, Lessa donna l’ordre à Ramoth de prendre place aux côtés de T’ron et Mardra au-dessus de la Pierre de l’Étoile du Weyr de Fort."
68875,8,1968,2421,2421,"Dans les autres Weyrs, toutes les escadrilles rangées en formation de vol se tenaient prêtes à s’évanouir de leur époque."
68876,8,1968,2421,2421,"Comme tous les Chefs des Weyrs rapportaient individuellement à Lessa qu’ils étaient prêts et qu’ils avaient bien présents à l’esprit les points de référence déterminés par les mouvements de l’Étoile Rouge, la voyageuse venue de l’avenir donna le signal de sauter dans l’Interstice."
68877,8,1968,2422,2422,"La nuit la plus noire culmine en une aurore, Le soleil efface les craintes du rêveur : Quand mon âme triste et emplie de terreur Trouvera-t-elle du Weyr le réconfort ?"
68878,8,1968,2422,2422,"Ils avaient fait maintenant onze sauts dans le temps interstitiel, les bronze des Chefs des Weyrs gardant le contact avec Lessa pendant les brèves pauses qu’ils faisaient entre chaque saut."
68879,8,1968,2422,2422,"Sur mille huit cents et quelques dragons, quatre n’avaient pas resurgi dans l’avenir, mais ils étaient tous vieux."
68880,8,1968,2422,2422,"Toutes les sections tombèrent d’accord pour prendre un rapide repas arrosé de klah avant le saut final, de douze Révolutions seulement."
68881,8,1968,2422,2422,"— Il est plus facile, remarqua T’ron tandis que Mardra servait le klah, d’avancer de vingt-cinq révolutions que de douze."
68882,8,1968,2422,2422,"Il leva les yeux sur l’Étoile Rouge, leur guide scintillant et fidèle."
68883,8,1968,2422,2422,— Sa position ne change pas autant.
68884,8,1968,2422,2422,"Je compte sur vous, Lessa, pour nous donner d’autres références."
68885,8,1968,2422,2422,— Je veux que nous revenions à Ruatha avant que F’lar ne découvre que je suis partie.
68886,8,1968,2422,2422,Elle frissonna en levant les yeux sur l’Étoile Rouge et se hâta de boire son klah.
68887,8,1968,2422,2422,— J’ai vu l’Étoile exactement comme ça une fois…
68888,8,1968,2422,2422,"non, deux fois… avant aujourd’hui, à Ruatha."
68889,8,1968,2422,2422,Elle fixa
68890,8,1968,2422,2422,T’
68891,8,1968,2422,2422,ron
68892,8,1968,2422,2422,", la gorge serrée en se souvenant de ce matin fatidique où elle avait compris que l’Étoile Rouge représentait une Menace pour elle, trois jours avant la venue de F’lar et Fax au Fort de Ruath."
68893,8,1968,2422,2422,"Fax était mort de la main de F’lar, et elle était partie pour le Weyr de Benden."
68894,8,1968,2422,2422,"Soudain, elle fut prise de vertige, faible et étrangement bouleversée."
68895,8,1968,2422,2422,Elle n’avait pas éprouvé cela durant les autres pauses entre leurs sauts temporels.
68896,8,1968,2422,2422,"— Lessa, vous vous sentez mal ?"
68897,8,1968,2422,2422,"demanda Mardra, inquiète."
68898,8,1968,2422,2422,Vous êtes si pâle !
68899,8,1968,2422,2422,Vous tremblez.
68900,8,1968,2422,2422,"Elle entoura de son bras les épaules de Lessa, regardant son compagnon d’un air anxieux."
68901,8,1968,2422,2422,"— Il y a douze Révolutions, j’étais à Ruatha, murmura Lessa en s’agrippant à Mardra pour se soutenir."
68902,8,1968,2422,2422,J’ai été deux fois à Ruatha.
68903,8,1968,2422,2422,Partons vite.
68904,8,1968,2422,2422,Je suis dans trop d’endroits à la fois ce matin.
68905,8,1968,2422,2422,Il faut que je parte.
68906,8,1968,2422,2422,Il faut que je retrouve F’lar.
68907,8,1968,2422,2422,Il sera tellement en colère.
68908,8,1968,2423,2423,Sa voix hystérique alarma
68909,8,1968,2423,2423,Mardra et T’ron.
68910,8,1968,2423,2423,"En toute hâte, ce dernier donna l’ordre d’éteindre les feux, de monter sur les dragons et de se préparer pour le saut final."
68911,8,1968,2423,2423,"L’esprit en désordre, Lessa transmit les références aux dragons des autres Chefs des Weyrs : Ruatha dans la lumière du soir, la Grande Tour, la cour intérieure, la campagne au printemps…"
68912,8,1968,2423,2423,"Une tache rouge dans un ciel de nuit, Une goutte de sang qui partout les suit."
68913,8,1968,2423,2423,"Où qu’il aille, partout, ailleurs, L’Étoile"
68914,8,1968,2423,2423,Rouge guide le voyageur.
68915,8,1968,2423,2423,"À eux deux, Robinton et Lytol obligèrent F’lar à manger et l’enivrèrent délibérément."
68916,8,1968,2423,2423,"Tout au fond de lui-même, F’lar savait qu’il devrait continuer sa tâche, mais l’effort était immense, et tout son courage enfui."
68917,8,1968,2423,2423,"Cela ne le consolait pas de penser qu’ils avaient encore Pridith et Kylara pour perpétuer la race des dragons, et il retardait le moment d’envoyer chercher F’nor, incapable de regarder en face la réalité que sous-entendait cette démarche : envoyer chercher Pridith et Kylara, c’était admettre que Lessa et Ramoth ne reviendraient pas."
68918,8,1968,2423,2423,"Lessa, Lessa !"
68919,8,1968,2423,2423,"criait-il sans cesse en esprit, la maudissant pour sa témérité audacieuse et irréfléchie pour, l’instant d’après, l’adorer d’avoir tenté un exploit aussi incroyable."
68920,8,1968,2423,2423,"— Je vous assure, F’lar, que vous avez davantage besoin de sommeil que de vin."
68921,8,1968,2423,2423,La voix de Robinton lui parvint vaguement à travers ses préoccupations.
68922,8,1968,2423,2423,F’lar
68923,8,1968,2423,2423,"le regarda, fronçant les sourcils d’un air perplexe."
68924,8,1968,2423,2423,Il réalisa qu’il essayait de soulever la jarre de vin que Robinton maintenait sur la table d’une main ferme.
68925,8,1968,2423,2423,— Qu’est-ce que vous avez dit ?
68926,8,1968,2423,2423,— Venez.
68927,8,1968,2423,2423,Je vous tiendrai compagnie jusqu’à Benden.
68928,8,1968,2423,2423,"En fait, rien ne pourrait me persuader de vous laisser seul en ce moment."
68929,8,1968,2423,2423,"En quelques heures, vous avez vieilli de plusieurs Révolutions, mon ami."
68930,8,1968,2423,2423,— Et est-ce que ce n’est pas bien compréhensible ?
68931,8,1968,2423,2423,"hurla F’lar en se levant, dirigeant sa colère impuissante sur la cible la plus proche, c’est-àdire sur Robinton."
68932,8,1968,2423,2423,"Les yeux pleins de compassion, Robinton saisit le bras de F’lar d’une main ferme."
68933,8,1968,2424,2426,"— Mon ami, je suis Maître Harpiste, et pourtant, je me trouve incapable d’exprimer la sympathie et le respect que j’éprouve pour vous."
68934,8,1968,2424,2426,Mais il faut que vous dormiez ;
68935,8,1968,2424,2426,"il vous faudra supporter la journée de demain, et aprèsdemain, vous devrez combattre."
68936,8,1968,2424,2426,Les chevaliers-dragons ont besoin d’un Chef…
68937,8,1968,2424,2426,Sa phrase mourut
68938,8,1968,2424,2426,dans sa gorge
68939,8,1968,2424,2426,". — Demain, il faut que vous envoyiez chercher F’nor… et Pridith."
68940,8,1968,2424,2426,F’lar tourna les talons et se dirigea vers la porte fatidique du Grand Hall de Ruatha.
68941,8,1968,2424,2426,"Ô, lèvres, donnez libre cours à la joie, aux chansons, Portez l’espoir sur l’aile des dragons."
68942,8,1968,2424,2426,"Devant eux s’élevaient la grande Tour de Ruatha et les hautes murailles de la cour extérieure, clairement visibles dans le crépuscule."
68943,8,1968,2424,2426,"Les clairons lançaient leurs sonneries impérieuses dans l’air du soir, à peine audibles dans le tonnerre assourdissant des escadrilles de dragons qui apparaissaient dans la Vallée, les unes après les autres."
68944,8,1968,2424,2426,Un rai de lumière brilla sur les pavés de la cour comme la porte du Fort s’ouvrait.
68945,8,1968,2424,2426,"Lessa ordonna à Ramoth de se poser près de la Tour, mit pied à terre et courut vivement vers la foule qui sortait du Fort."
68946,8,1968,2424,2426,"Elle reconnut la silhouette puissante de Lytol, qui levait au-dessus de sa tête un panier de brandons."
68947,8,1968,2424,2426,Elle fut tellement soulagée de le voir qu’elle en oublia son hostilité passée envers le Régent.
68948,8,1968,2424,2426,"— Dans le dernier saut, vous vous êtes trompée de deux jours, Lessa, cria-t-il dès qu’il fut assez près pour qu’elle pût l’entendre malgré le vacarme des dragons qui se posaient."
68949,8,1968,2424,2426,— Trompée ?
68950,8,1968,2424,2426,Comment est-ce possible ?
68951,8,1968,2424,2426,dit-elle en un souffle.
68952,8,1968,2424,2426,T’ron et Mardra vinrent se placer à ses côtés.
68953,8,1968,2424,2426,"— Inutile de vous inquiéter, l’assura Lytol, serrant étroitement ses mains dans les siennes, tandis que ses yeux semblaient danser dans leurs orbites."
68954,8,1968,2424,2426,"(En fait, il lui souriait.)"
68955,8,1968,2424,2426,Vous êtes allée trop loin.
68956,8,1968,2424,2426,"Retournez en arrière dans l’Interstice, retournez dans la Ruatha d’il y a deux jours."
68957,8,1968,2424,2426,C’est tout.
68958,8,1968,2424,2426,"À voir sa confusion, son sourire s’élargit."
68959,8,1968,2424,2426,"— Tout va bien, répéta-t-il en lui tapotant les mains."
68960,8,1968,2424,2426,"Prenez la même heure, la Grande Tour et tout le reste, mais visualisez F’lar, Robinton et moi-même dans la cour."
68961,8,1968,2424,2426,"Placez Mnementh au sommet de la Tour, et un dragon bleu à l’entrée."
68962,8,1968,2424,2426,"Maintenant, allez."
68963,8,1968,2424,2426,Mnementh ?
68964,8,1968,2424,2426,s’enquit
68965,8,1968,2424,2426,Ramoth
68966,8,1968,2424,2426,"auprès de Lessa, impatiente de retrouver son compagnon."
68967,8,1968,2424,2426,Elle abaissa son immense tête et ses grands yeux à facettes brillèrent comme des escarboucles.
68968,8,1968,2424,2426,"— Je ne comprends pas, gémit Lessa."
68969,8,1968,2424,2426,Mardra lui entoura les épaules d’un bras secourable.
68970,8,1968,2424,2426,"— Mais moi, je comprends,"
68971,8,1968,2424,2426,"faites-moi confiance, supplia Lytol, lui tapotant maladroitement l’épaule et regardant T’ron pour rechercher son soutien."
68972,8,1968,2424,2426,C’est comme F’nor l’avait dit.
68973,8,1968,2424,2426,"On ne peut pas être en plusieurs lieux en même temps sans être profondément ébranlé, et quand vous vous êtes arrêtés, il y a douze Révolutions, Lessa a été profondément éprouvée."
68974,8,1968,2424,2426,— Vous êtes au courant de cela ?
68975,8,1968,2424,2426,cria T’ron.
68976,8,1968,2424,2426,— Bien sûr. Vous n’avez qu’à revenir à deux jours en arrière.
68977,8,1968,2424,2426,"Écoutez, je sais que vous l’avez fait."
68978,8,1968,2424,2426,"Évidemment, j’aurai l’air étonné quand vous apparaîtrez, mais en ce moment, ce soir, je sais que vous êtes revenus il y a deux jours."
68979,8,1968,2424,2426,Oh !
68980,8,1968,2424,2426,partez.
68981,8,1968,2424,2426,Ne discutez pas.
68982,8,1968,2424,2426,F’lar était à demi fou d’inquiétude à votre sujet.
68983,8,1968,2424,2426,— Il va me secouer !
68984,8,1968,2424,2426,cria Lessa comme une petite fille.
68985,8,1968,2424,2426,— Lessa !
68986,8,1968,2424,2426,T’ron la prit par la main et la conduisit vers Ramoth qui s’accroupit pour laisser monter sa maîtresse.
68987,8,1968,2424,2426,"T’ron prit le commandement de l’expédition et fit transmettre par son dragon, Faranth, les références de retour que Lytol avait données, ajoutant par l’intermédiaire de Ramoth une description des hommes et de Mnementh."
68988,8,1968,2424,2426,"Grâce au froid interstitiel, Lessa retrouva ses esprits, bien que son erreur eût beaucoup ébranlé sa confiance."
68989,8,1968,2424,2426,Mais ils reparurent bientôt au-dessus de Ruatha.
68990,8,1968,2424,2426,Les dragons déployèrent leur immense formation.
68991,8,1968,2424,2426,"Et là, devant eux, silhouettés dans la lumière venant du Hall, se dressaient Lytol, la haute stature de Robinton et… F’lar."
68992,8,1968,2424,2426,"Mnementh leur souhaita la bienvenue d’un rugissement tonitruant, et Ramoth déposa Lessa en toute hâte pour aller enlacer son cou à celui de son compagnon."
68993,8,1968,2424,2426,"Lessa resta debout à l’endroit où Ramoth l’avait déposée, incapable de faire un mouvement."
68994,8,1968,2424,2426,Elle avait conscience de la présence de T’ron et Mardra à ses côtés.
68995,8,1968,2424,2426,"Mais elle ne voyait que F’lar, qui courait vers elle de toute la vitesse de ses jambes."
68996,8,1968,2424,2426,"Et pourtant, elle n’arrivait pas à bouger."
68997,8,1968,2424,2426,Il la souleva dans ses bras et la serra si fort qu’elle ne put douter un instant de sa joie à la revoir.
68998,8,1968,2424,2426,"— Lessa, Lessa !"
68999,8,1968,2424,2426,chantait sa voix éperdue à son oreille.
69000,8,1968,2424,2426,"Il pressait son visage contre le sien, la serrait contre lui à l’étouffer, renonçant complètement à son indifférence affectée."
69001,8,1968,2424,2426,"Il l’embrassait, la pressait sur sa poitrine, puis se remettait à l’embrasser avidement."
69002,8,1968,2424,2426,"Soudain, il la remit sur ses pieds, et la saisit par les épaules."
69003,8,1968,2424,2426,"— Lessa, si jamais vous… commença-t-il, ponctuant chaque mot d’une violente secousse."
69004,8,1968,2424,2426,"Puis il s’interrompit, prenant soudain conscience d’un cercle d’étrangers souriants qui l’entouraient."
69005,8,1968,2424,2426,"— Je vous l’avais bien dit qu’il me secouerait, disait Lessa en essuyant les larmes qui lui inondaient le visage."
69006,8,1968,2424,2426,"Mais, F’lar, je les ai tous ramenés… tous, sauf ceux du Weyr de Benden."
69007,8,1968,2424,2426,Et c’est pourquoi les cinq Weyrs étaient abandonnés.
69008,8,1968,2424,2426,Je les ai ramenés avec moi.
69009,8,1968,2424,2426,"F’lar regarda autour de lui, regarda au-delà des Chefs les dragons innombrables qui se posaient dans la Vallée sur les hauteurs, partout où il portait ses regards."
69010,8,1968,2424,2426,"Il y avait des dragons de toutes les couleurs, des bronze, des bruns, des verts et des bleus, et une escadrille entière de Reines dorées."
69011,8,1968,2424,2426,— Vous avez ramené les Weyrs ?
69012,8,1968,2424,2426,"répéta-t-il en écho, abasourdi."
69013,8,1968,2424,2426,— Oui.
69014,8,1968,2424,2426,"Je vous présente Mardra et T’ron du Weyr de Fort, D’ram et…"
69015,8,1968,2424,2426,"Il l’arrêta d’une petite secousse affectueuse, la tirant à son côté pour saluer les arrivants."
69016,8,1968,2424,2426,"— Je vous suis plus reconnaissant que je ne peux l’exprimer, dit-il, incapable de prononcer les mots qu’il aurait voulu leur dire."
69017,8,1968,2424,2426,"T’ron fit un pas en avant, tendant une main que F’lar serra chaleureusement."
69018,8,1968,2424,2426,"— Nous amenons avec nous mille huit cents dragons, dix-sept Reines, et tout ce qui nous est nécessaire pour vivre dans nos Weyrs."
69019,8,1968,2424,2426,"— Et ils apportent aussi des lance-flammes, intervint Lessa, très excitée."
69020,8,1968,2424,2426,— Être venus… avoir tenté cela
69021,8,1968,2424,2426,"… murmura F’lar, stupéfait et admiratif."
69022,8,1968,2424,2426,"T’ron, D’ram et tous les autres éclatèrent de rire."
69023,8,1968,2424,2426,— Votre Lessa nous a montré le chemin…
69024,8,1968,2424,2426,— … et l’Étoile
69025,8,1968,2424,2426,Rouge nous a servi de guide… dit-elle.
69026,8,1968,2427,2427,"— Nous sommes des chevaliers-dragons, continua T’ron d’un ton solennel, comme vous l’êtes vous-même, F’lar de Benden."
69027,8,1968,2427,2427,"On nous a dit qu’il y avait ici des Fils à combattre, et c’est un ouvrage pour les chevaliersdragons… quelle que soit l’époque !"
69028,8,1968,2427,2427,"Battez tambours, sonnez clairons, Tintez harpes et marchez soldats."
69029,8,1968,2427,2427,"Flammes, brûlez ;"
69030,8,1968,2427,2427,"herbes, flambez À l’heure où l’Étoile Rouge quittera La nuit pour escalader l’horizon."
69031,8,1968,2427,2427,"Au moment même où les cinq Weyrs se posaient dans la Vallée de Ruatha, F’nor se voyait contraint de ramener tout son Weyr dans l’avenir."
69032,8,1968,2427,2427,"Ils avaient tous atteint les limites de leur endurance à cette vie dans deux temps à la fois, et ils étaient heureux de retrouver les quartiers abandonnés deux jours et dix Révolutions plus tôt."
69033,8,1968,2427,2427,"R’gul, totalement ignorant du saut que Lessa venait de faire dans le passé, accueillit F’lar et sa Dame du Weyr à leur retour, en leur annonçant que F’nor était reparu avec soixante-douze dragons."
69034,8,1968,2427,2427,Il se hâta d’ajouter qu’il doutait qu’aucun des chevaliers fût en état de combattre.
69035,8,1968,2427,2427,"— De ma vie, je n’ai jamais vu des hommes aussi épuisés, continua-t-il, bavard, et je n’arrive pas à imaginer ce qui a bien pu leur arriver avec du soleil, tout ce qu’ils voulaient à manger, et aucune responsabilité."
69036,8,1968,2427,2427,F’lar et Lessa échangèrent un regard entendu.
69037,8,1968,2427,2427,"— Je crois qu’il faudra continuer le Weyr Méridional, R’gul."
69038,8,1968,2427,2427,Pensez-y.
69039,8,1968,2427,2427,"— Je suis un combattant, pas un coureur de jupons, grogna le vieux chevalier-dragon."
69040,8,1968,2427,2427,Il me faudrait plus d’un voyage dans le temps interstitiel pour me mettre dans l’état où ils étaient.
69041,8,1968,2427,2427,— Oh !
69042,8,1968,2427,2427,"ils redeviendront eux-mêmes en moins que rien, dit Lessa et, à la grande réprobation de R’gul, elle se mit à pouffer."
69043,8,1968,2427,2427,"— Il le faudra bien si nous voulons nettoyer le ciel de tous les Fils, trancha R’gul d’un ton irrité."
69044,8,1968,2427,2427,"— Pour cela, aucun problème, l’assura F’lar d’un ton dégagé."
69045,8,1968,2427,2427,— Aucun problème ?
69046,8,1968,2427,2427,Avec cent quarante-quatre dragons seulement ?
69047,8,1968,2427,2427,"— Deux cent seize, corrigea Lessa avec fermeté."
69048,8,1968,2427,2427,"Ignorant son intervention, R’gul demanda :"
69049,8,1968,2427,2427,"— Et ce fameux Maître Forgeron, il a fabriqué un lance"
69050,8,1968,2427,2427,-flammes qui marche ?
69051,8,1968,2428,2428,"— Oui, il l’a fabriqué, l’assura F’lar avec un grand sourire."
69052,8,1968,2428,2428,Les cinq Weyrs avaient également apporté leur équipement avec eux.
69053,8,1968,2428,2428,"Fandarel leur arracha presque les lance-flammes et il ne faisait aucun doute que, d’ici le matin, toutes les forges et tous les forgerons du pays seraient prêts à en imiter le modèle."
69054,8,1968,2428,2428,T’ron avait dit à F’lar
69055,8,1968,2428,2428,qu’à son époque tous les Forts en étaient amplement pourvus pour équiper tous les hommes au sol.
69056,8,1968,2428,2428,"Toutefois, au cours du long Intervalle, on avait probablement fondu les lance-flammes, ou bien ils avaient été mis au rebut comme objets inutiles."
69057,8,1968,2428,2428,"D’ram, de son côté, portait un intérêt tout spécial au pulvérisateur d’agenothree de Fandarel, le considérant comme supérieur au lanceflammes puisqu’il fertilisait le sol en même temps."
69058,8,1968,2428,2428,"— Bon, dit R’gul d’un air sombre"
69059,8,1968,2428,2428,", un ou deux lance-flammes,"
69060,8,1968,2428,2428,ça nous aidera toujours un peu après-demain.
69061,8,1968,2428,2428,"— Nous avons aussi trouvé quelque chose qui nous aidera bien davantage, remarqua Lessa."
69062,8,1968,2428,2428,Puis elle s’excusa et se précipita dans sa chambre.
69063,8,1968,2428,2428,"Les sons qui leur en parvinrent étaient soit des rires soit des sanglots, mais, que ce fût l’un ou l’autre, R’gul fronça les sourcils."
69064,8,1968,2428,2428,Cette petite était tout simplement trop jeune pour être Dame du Weyr à une pareille époque.
69065,8,1968,2428,2428,Beaucoup trop instable.
